level;speciesKey;lat;lon;HFP09;Elevation;continents;IUCNonly;broad;broad;broad;broad;broad;broad;broad;broad;broad;broad;detail;detail;detail;detail;detail;detail;detail;detail;detail;detail
Pleurothallis ramificans;2787867;-0.44863809523809517;-78.01796666666667;6.9244074367341515;2799.9523809523807;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis ramosii;2787754;4.7825500000000005;-76.508;3.1250045299530047;2218.5;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;EN;EN;EN;EN;EN;LC;LC;LC;LC;LC
Pleurothallis rectipetala;2787661;9.78;-83.96;17.0;1510.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis recurvata;2787448;-4.137266666666666;-78.77283333333334;2.58902585506439;1515.3333333333333;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;EN;EN;EN;LC;LC;LC;LC;LC;LC;LC
Pleurothallis reptans;2787011;0.8;-77.73;35.0;2942.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;CR;CR;CR;CR;LC;LC;LC;LC;LC;LC
Pleurothallis revoluta;2786791;-3.145928125;-75.016109375;10.87706422060728;1697.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis rhodoglossa;2786545;8.1449425;-82.64782;8.839575749635694;1008.7;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis ripleyi;2787648;-2.3092;-78.46445;3.6250710785388947;2236.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;CR;EN;LC;EN;EN;EN
Pleurothallis roseola;2787431;-0.3829142857142857;-77.75991428571429;4.032603059496197;2103.4285714285716;{'SOUTHERN AMERICA'};False;Not Threatened;Threatened;Not Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;CR
Pleurothallis rowleei;2787166;9.048513725490196;-83.4414294117647;10.885303113974777;1384.5686274509803;{'SOUTHERN AMERICA'};True;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis ruberrima;2786948;-0.7452653846153846;-77.21530512820513;8.342305285808369;1731.2435897435898;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis rubroinversa;2786900;-0.25617500000000004;-78.69277500000001;6.21788090467453;2313.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis ruschii;2786428;-19.9407;-40.59975;29.5;760.5;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;EN
Pleurothallis ruscifolia;2786394;6.271353535353536;-75.29780639730639;8.769024330382106;1043.7508417508418;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis saccatilabia;2786303;15.433933333333334;-92.59743333333334;6.449145476023356;1343.6666666666667;{'NORTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;EN
Pleurothallis sagittilabia;2787890;3.5;-76.5667;29.8585758209229;1426.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis saltatoria;2787834;-4.824642857142857;-76.82568571428571;10.045526232038226;2701.5714285714284;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis sanchoi;2787723;10.030922222222223;-84.04388888888889;10.00897863176134;1180.4444444444443;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis sarcochila;2787414;0.33476666666666666;-78.002;18.682302474975593;3137.3333333333335;{'SOUTHERN AMERICA'};False;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;LC;LC;LC;LC;EN;EN;EN;CR;CR
Pleurothallis scabrilinguis;2786972;-1.178825;-78.7342;6.5625611543655396;2001.25;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis scaphipetala;2786560;10.346666666666666;-84.4676;10.206512928009033;1141.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis schweinfurthii;2787929;-10.414175;-72.8275;4.3799807429313695;1026.75;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis scintillata;2787852;-2.5467875;-78.54664375;7.108937665820122;2547.5625;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis scoparum;2787622;0.21843333333333334;-78.7611;4.507777452468873;1433.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis scurrula;2787464;-5.845;-77.895;7.888084173202531;2288.5;{'SOUTHERN AMERICA'};False;Not Threatened;Threatened;Not Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;EN;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis secunda;2787432;2.808190625;-76.070171875;13.12371876090765;2484.734375;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis semiscabra;2787082;7.10215;-72.338;9.506917476654055;2012.5;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis serpens;2786928;4.5258;-74.3126;18.131519317627;2920.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis silverstonei;2787801;4.7227;-76.41435;7.5;1942.5;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;LC;LC;LC;EN;EN;EN
Pleurothallis simulans;2787366;8.6271;-80.13195;16.0;795.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis siphoglossa;2787279;5.33905;-73.50875;7.28110909461975;2491.5;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis sobrina;2787043;-1.4167;-78.1833;7.72822380065918;1210.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;EXT;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;EXT;LC;CR;LC;LC;LC
Pleurothallis solium;2786936;-3.175;-78.533;10.6827630996704;1783.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;EN;CR;EN;EN;LC;LC;LC;LC;LC;EN
Pleurothallis sphaerantha;2787578;-1.5288499999999998;-77.91965000000002;17.501540184021;984.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;EN;EN;EN;EN;LC;LC;LC;LC;LC;LC
Pleurothallis stelidilabia;2787024;-4.470000000000001;-79.1445;4.86411190032959;2673.5;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;CR;LC;LC;LC;LC;LC
Pleurothallis stenota;2786628;0.36;-78.035;5.96124005317688;1145.5;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis stevensonii;2786553;-0.33515000000000006;-78.78014999999999;8.42624878883362;2033.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;EN
Pleurothallis stricta;2786286;-0.23360000000000003;-76.8198;6.17888593673706;2376.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis strobilifera;2786247;6.4667;-76.0833;4.52698421478271;3393.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Threatened;Not Threatened;CR;CR;CR;EN;EN;EN;EN;LC;LC;LC
Pleurothallis subreniformis;2787638;-0.35556666666666664;-78.36113333333334;28.4302895863851;2317.6666666666665;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis subtilis;2787453;9.4408;-69.9153;9.75750732421875;1087.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis suspensa;2786912;5.1667;-59.4833;0.526984035968781;442.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;EN;LC;LC;LC;LC;EN
Pleurothallis talpinaria;2786618;1.503959090909091;-75.84324545454545;17.437048023397274;2342.5454545454545;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis tanyrhina;2786464;6.2537;-75.185;10.6295480728149;1881.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;CR;CR
Pleurothallis taurus;2786319;0.8436333333333333;-77.3893;8.106784502665208;3282.3333333333335;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;EN;LC;LC;EN;EN;LC;LC;LC;LC;LC
Pleurothallis tentaculata;2787689;-3.005;-78.196;6.66132068634033;1229.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Not Threatened;Threatened;EXT;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;EXT;LC;LC;LC;LC;LC
Pleurothallis tetroxys;2787135;1.1683;-77.9858;11.4150762557983;1882.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis tipuloides;2786812;0.062;-78.95;4.25344228744507;886.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;CR;CR;CR;CR;CR;LC;LC;EN;EN;EN
Pleurothallis titan;2786781;6.511125;-77.79085;6.993099838495256;1055.25;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis tonduzii;2786608;9.44945;-83.54552727272727;9.31604253162037;1407.4545454545455;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis trachysepala;2786452;-8.263745454545456;-76.82891818181818;6.0367300076918164;2175.818181818182;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis tragulosa;2786365;0.8571;-78.48923333333335;8.262467225392667;846.3333333333334;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;EN;EN;EN;EN;EN;LC;LC;LC;EN;LC
Pleurothallis transparens;2786307;-24.1417;-47.9942;4.25502157211304;789.0;{'SOUTHERN AMERICA'};False;Not Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;EN;EN;LC;LC;EN;EN;EN;EN;EN
Pleurothallis transversilabia;2786248;11.2667;-69.6333;7.62954807281494;246.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis trichophora;9573083;20.81875;-77.55055;7.38995265960693;448.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;EN
Pleurothallis tridentata;2787155;3.5610363636363633;-74.95802727272726;10.567151329734111;1574.8181818181818;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;EN;EN;LC;LC;LC;LC;LC;LC;LC
Pleurothallis trifurcata;2787047;-1.1633333333333333;-78.32333333333334;7.303156216939276;3374.3333333333335;{'SOUTHERN AMERICA'};False;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;CR;CR
Pleurothallis tripterocarpa;2786565;-16.53805;-66.02584999999999;4.669733285903931;1035.5;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;EN;EN;LC;LC;LC;LC;LC
Pleurothallis troglodytes;2786345;0.062;-78.95;4.25344228744507;886.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;CR;CR;CR;LC;LC;LC;LC;LC;LC;LC
Pleurothallis truncata;2787742;-0.71156;-78.78428000000001;9.002639357248945;2710.133333333333;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis tryssa;2787655;-0.24263333333333334;-78.88655;4.7106351852417;1409.5;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis tuberculosa;2787470;-4.63;-79.45;4.25029802322388;2369.0;{'SOUTHERN AMERICA'};False;Not Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis tyria;2787224;-2.248;-78.26;1.27326035499573;2010.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;CR;CR;CR;EN;LC;LC;LC;LC;LC;LC
Pleurothallis undulata;2786963;0.5649095238095238;-76.69374761904763;10.550630081267585;1496.095238095238;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis urceolata;2786611;-0.1317875;-77.843125;4.608843028545382;2920.875;{'SOUTHERN AMERICA'};False;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis valladolidensis;2786309;-4.45;-79.155;4.72822380065918;2766.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;CR;CR;CR;LC;LC;LC;LC;LC;LC;LC
Pleurothallis valvola;2786289;-3.357325;-78.38907499999999;6.090380787849425;1282.5;{'SOUTHERN AMERICA'};False;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;EN;LC;EN;LC;LC
Pleurothallis variabilis;2787895;0.08285000000000001;-78.09630833333334;8.38597258925438;2477.3333333333335;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis veliformis;2787642;0.5;-78.75;0.0;2167.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;CR;CR;CR;LC;LC;LC;LC;LC;LC;LC
Pleurothallis verruculosa;2787372;-6.7947;-78.6297;20.6295471191406;3940.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;LC;EN;EN;EN;EN;CR
Pleurothallis viduata;2787107;-2.75;-78.62;5.55987739562988;2950.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Not Threatened;CR;CR;CR;CR;EN;LC;LC;LC;LC;LC
Pleurothallis vieirae;2787065;6.2825500000000005;-77.35810000000001;3.3068186044693;126.5;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Not Threatened;Not Threatened;EN;EN;EN;EN;LC;LC;EN;LC;LC;LC
Pleurothallis volans;2786443;-3.55;-78.57;3.73391795158386;775.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;EXT;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;EN;EXT;LC;LC;LC;LC;LC
Pleurothallis volcanica;2786420;9.083728571428571;-83.22162857142857;6.439761025565013;1452.7142857142858;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Pleurothallis wigginsii;2787581;-0.82335;-78.56;10.626709699630736;4085.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;EN;LC;LC;LC;LC;LC;LC;LC;LC;EN
